UID,Name,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,Height,Weight,AerialAbility,CommandOfArea,Communication,Eccentricity,Handling,Kicking,OneOnOnes,Reflexes,RushingOut,TendencyToPunch,Throwing,Corners,Crossing,Dribbling,Finishing,FirstTouch,Freekicks,Heading,LongShots,Longthrows,Marking,Passing,PenaltyTaking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decisions,Determination,Flair,Leadership,OffTheBall,Positioning,Teamwork,Workrate,Acceleration,Agility,Balance,Jumping,LeftFoot,NaturalFitness,Pace,RightFoot,Stamina,Strength,Consistency,Dirtiness,ImportantMatches,InjuryProness,Versatility,Adaptability,Ambition,Loyalty,Pressure,Professional,Sportsmanship,Temperament,Controversy,PositionsDesc,Goalkeeper,Sweeper,Striker,AttackingMidCentral,AttackingMidLeft,AttackingMidRight,DefenderCentral,DefenderLeft,DefenderRight,DefensiveMidfielder,MidfielderCentral,MidfielderLeft,MidfielderRight,WingBackLeft,WingBackRight
19249340,Julio Lopes,1651,09/08/1991,24,0,0,0,0,177,73,3,1,3,2,3,2,3,2,2,4,1,6,9,7,6,14,3,8,12,7,9,8,1,13,9,9,8,9,9,11,6,10,7,9,12,7,9,9,9,14,14,9,7,10,12,14,20,8,8,9,9,3,6,9,8,8,10,11,11,10,13,8,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,17
19249341,Lucas,1651,21/05/1996,20,0,0,0,0,175,0,3,1,2,1,1,2,2,3,1,3,2,7,5,14,14,13,8,13,7,1,5,9,11,2,14,10,10,7,14,7,8,13,10,13,1,13,8,8,9,14,11,8,3,8,12,10,20,14,6,10,5,10,4,9,17,11,11,11,10,2,9,3,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249342,Lucas Dalara,1651,01/07/1994,22,0,0,0,0,187,81,7,10,7,8,13,7,6,13,8,7,8,1,3,1,1,2,6,1,2,3,2,1,2,2,4,6,9,13,6,13,5,13,5,3,1,3,9,6,5,10,8,6,8,8,14,11,20,2,8,8,8,8,8,8,20,13,12,10,13,11,10,3,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19249345,Marlon,1651,13/02/1994,22,0,0,0,0,176,69,3,1,1,3,2,1,2,3,3,4,2,7,9,5,6,9,4,8,7,1,7,9,1,12,10,9,6,9,10,10,8,14,1,6,1,8,5,9,10,15,13,9,9,20,12,14,10,8,7,9,6,9,9,9,8,12,12,9,12,1,2,4,D/WB L,1,1,1,1,13,1,1,20,1,1,1,13,1,17,1
19249346,Rodrigo Bassani,1651,17/10/1997,18,0,0,0,0,185,0,2,3,4,2,1,1,3,3,3,3,4,6,6,8,8,14,6,6,4,1,6,14,3,8,11,8,10,7,9,5,10,7,7,10,11,9,7,8,12,14,10,4,11,8,14,13,20,8,7,8,8,1,8,8,9,9,11,11,13,8,9,5,M/AM C,1,1,1,20,1,1,1,1,1,1,17,1,1,1,1
19249347,Severino,1651,30/09/1994,21,0,0,0,0,189,0,1,1,2,3,1,1,1,3,1,3,3,4,1,1,2,5,1,13,4,2,13,5,1,13,3,8,11,9,7,7,6,13,1,2,9,5,13,6,7,13,9,2,12,4,11,12,20,8,11,9,9,9,4,9,10,9,12,11,12,1,6,7,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249349,Vitinho,1651,16/05/1996,20,0,0,0,0,163,0,3,3,3,3,3,1,3,3,2,3,2,6,4,3,5,13,6,6,12,4,7,11,1,13,11,9,10,8,8,8,11,13,9,3,12,6,9,12,11,12,9,7,1,8,13,9,20,7,6,9,8,8,4,9,16,11,11,10,10,7,9,1,M C,1,1,1,1,1,1,1,1,1,14,20,1,1,1,1
19249350,Wesley,1651,18/03/1996,20,0,0,0,0,177,71,1,1,1,2,4,3,1,4,3,1,1,7,11,11,10,13,6,8,7,6,5,7,1,7,12,8,5,4,6,2,8,13,4,13,7,7,4,7,8,13,8,7,7,9,9,12,20,12,6,9,9,9,9,8,11,10,13,11,12,7,15,3,AM RL,1,1,15,7,20,17,1,1,1,1,1,1,1,1,1
19249368,Neto,1651,04/02/1992,24,0,0,0,0,179,0,1,1,1,2,1,2,3,2,2,3,3,8,8,11,9,10,9,9,7,3,8,8,7,4,11,7,10,12,11,11,7,10,10,12,8,11,8,10,12,14,12,9,6,11,13,13,20,12,8,10,6,10,12,9,17,12,11,9,10,6,13,7,AM/S RL,1,1,20,1,17,17,1,1,1,1,1,1,1,1,1
19249395,Augusto,1651,02/07/1994,22,0,0,0,0,187,0,1,3,3,2,1,2,1,1,2,2,2,7,7,13,9,13,8,14,11,8,8,12,5,8,11,6,10,6,9,9,12,11,8,10,4,13,12,9,10,14,12,10,14,9,14,10,20,14,9,12,7,10,4,10,20,10,10,11,12,11,6,7,AM/S C,1,1,17,20,1,1,1,1,1,1,1,1,1,1,1
19249396,Bruno Teixeira,1651,11/08/1996,19,0,0,0,0,179,0,2,2,1,2,3,3,2,1,1,3,3,5,5,4,4,13,5,5,13,1,5,12,4,10,12,8,4,7,7,7,7,13,4,5,11,5,9,7,10,13,8,7,6,5,14,12,20,6,6,8,8,7,8,8,7,10,12,11,12,4,11,8,DM/M C,1,1,1,1,1,1,1,1,1,17,20,1,1,1,1
19249398,Felipe Mendes,1651,08/11/1995,20,0,0,0,0,175,69,3,3,3,1,1,2,2,1,1,2,4,7,8,8,7,10,2,8,8,5,9,8,4,11,10,6,7,10,8,7,7,13,1,3,3,8,11,10,10,14,9,10,7,20,13,10,15,9,7,9,9,9,9,9,17,10,10,10,10,6,19,5,D/WB L,1,1,1,1,1,1,1,20,1,1,1,1,1,17,1
19249400,Gabriel Silva,1651,02/02/1997,19,0,0,0,0,186,0,2,3,2,2,2,2,3,3,1,1,3,5,4,1,2,2,3,12,5,1,13,4,1,11,3,9,4,9,4,7,6,13,9,6,1,5,12,6,7,13,10,7,12,12,11,10,20,7,8,9,9,9,7,9,8,12,11,12,8,7,17,3,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249401,Gabriel Cajano,1651,16/04/1993,23,0,0,0,0,183,0,2,2,3,2,1,3,3,2,2,2,1,7,4,8,11,10,7,1,10,4,7,14,7,7,10,6,11,7,9,11,9,12,5,9,1,10,8,9,13,13,12,9,12,20,13,12,10,13,9,9,9,5,9,9,7,10,12,13,10,2,13,6,M/AM C,1,1,1,20,1,1,1,1,1,1,17,1,1,1,1
19249402,Israel,1651,23/04/1995,21,0,0,0,0,172,0,2,4,2,2,3,1,4,2,4,3,3,7,4,7,2,12,3,8,5,7,9,9,5,12,9,6,10,9,7,9,8,13,9,7,1,6,9,9,9,14,14,9,4,8,15,13,20,7,7,9,5,8,7,9,11,9,13,10,11,12,11,2,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,17
19249403,Johny,1651,08/02/1995,21,0,0,0,0,185,0,2,3,2,1,1,1,2,3,3,3,2,3,9,10,12,12,6,13,11,3,5,11,13,5,12,12,10,12,10,8,10,9,7,12,5,13,6,12,12,13,12,11,12,9,13,12,20,13,13,12,10,2,5,10,16,13,10,12,10,8,6,4,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249405,Kewin,1651,25/01/1995,21,0,0,0,0,194,0,10,8,11,1,10,13,9,13,9,5,6,2,2,1,1,4,4,1,2,1,1,1,1,2,2,9,10,10,6,9,4,13,7,2,1,3,8,7,6,13,13,3,13,8,11,12,20,2,10,9,9,8,7,9,18,10,13,12,12,7,14,7,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19249407,Mateus Lima,1651,05/08/1994,21,0,0,0,0,182,0,2,3,2,2,1,3,1,4,3,4,3,8,5,1,6,8,6,14,5,2,14,8,6,14,4,9,9,10,5,8,6,15,4,3,9,6,11,8,9,7,9,9,11,9,16,10,20,8,10,9,9,2,9,9,14,11,11,9,10,7,9,2,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249408,Luan,1651,31/05/1996,20,0,0,0,0,180,74,3,2,1,2,4,2,2,3,3,2,2,8,6,4,3,9,6,13,4,3,14,9,2,14,5,8,9,10,7,11,6,14,1,4,9,5,14,8,9,14,11,9,8,10,14,13,20,6,10,10,6,4,10,10,18,10,9,12,10,1,18,6,D C,1,1,1,1,1,1,20,1,1,10,1,1,1,1,1
19249409,Lucas Chinaqui,1651,29/03/1994,22,0,0,0,0,186,80,1,1,2,3,2,2,2,1,2,2,1,7,2,5,8,13,7,7,13,2,10,12,6,14,14,6,11,8,9,4,10,14,9,5,10,8,12,9,9,9,11,9,9,20,9,14,10,6,8,9,9,2,9,9,18,9,10,12,11,5,8,2,DM/M C,1,1,1,1,1,1,1,1,1,20,17,1,1,1,1
19249410,Pará,1651,02/02/1997,19,0,0,0,0,187,0,3,1,4,2,3,1,3,4,1,3,1,6,6,8,8,13,6,6,6,5,3,13,5,8,12,5,7,8,9,8,13,11,9,12,12,11,8,8,11,13,12,8,8,8,9,12,20,7,8,9,9,9,9,9,11,11,13,13,9,4,6,8,M/AM C,1,1,1,17,1,1,1,1,1,1,20,1,1,1,1
19249412,Mayk,1651,11/10/1995,20,0,0,0,0,172,0,3,3,2,2,2,2,2,2,1,3,3,9,13,14,7,11,7,8,6,5,6,9,3,8,12,2,10,3,7,8,10,12,9,15,9,12,8,7,9,14,14,4,7,2,14,14,20,10,4,9,9,1,9,9,8,10,11,12,12,9,13,3,AM RLC,1,1,13,17,17,20,1,1,1,1,7,10,10,1,1
19249413,Luís,1651,02/08/1997,18,0,0,0,0,173,0,1,3,3,1,2,2,3,2,2,2,2,6,12,12,6,14,2,9,8,6,10,10,2,15,10,6,10,10,5,6,5,8,9,9,5,5,6,10,10,13,13,10,6,9,10,12,20,8,8,7,9,9,9,9,16,10,10,12,8,8,9,8,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,17
19249415,Matheus Manoel,1651,03/04/1997,19,0,0,0,0,189,0,3,1,1,1,2,3,1,2,1,1,2,5,5,11,12,12,5,12,5,1,2,5,8,4,12,3,11,7,9,5,5,8,2,13,7,5,4,5,2,12,12,6,7,20,13,12,10,6,7,9,9,9,5,9,13,12,11,10,11,12,9,5,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249416,Mizael,1651,14/02/1992,24,0,0,0,0,175,70,2,3,1,3,2,1,1,2,3,3,3,5,8,7,4,14,2,9,8,5,10,10,4,9,10,9,9,10,10,9,8,13,9,7,9,5,9,10,10,14,13,10,9,10,13,13,20,12,12,9,9,6,9,9,12,9,14,10,13,10,8,2,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,17
19249417,Renan,1651,28/07/1996,19,0,0,0,0,180,76,2,3,2,2,3,2,4,3,3,1,3,1,1,1,2,5,1,9,1,1,12,3,3,12,3,8,11,8,5,7,1,12,5,1,8,2,11,4,5,11,9,9,8,9,9,9,20,10,8,8,14,8,4,8,18,10,11,11,9,4,1,5,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249456,Paulo Victor,1651,22/01/1995,21,0,0,0,0,188,87,4,9,8,1,13,5,9,7,9,8,8,7,1,1,2,4,9,1,2,3,3,1,2,1,2,9,6,11,7,8,6,13,3,1,5,2,11,7,6,10,14,7,13,20,15,8,9,5,14,9,4,7,9,9,15,11,10,9,11,1,12,6,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19249459,Fernando Santos,1651,18/09/1991,24,0,0,0,0,176,67,1,4,1,3,3,3,2,3,1,1,3,13,12,9,11,11,7,4,11,1,7,12,6,7,12,14,10,7,11,7,12,13,8,10,10,11,6,14,9,13,11,12,6,10,11,11,20,9,7,12,7,12,9,10,11,11,12,10,11,8,10,4,AM C,1,1,1,20,1,1,1,1,1,1,10,1,1,1,1
19249461,Yuri,1651,09/01/1996,20,0,0,0,0,163,63,3,1,3,3,2,2,3,2,3,2,2,10,15,15,10,15,6,8,10,8,6,9,9,6,13,9,8,6,12,7,7,13,4,11,6,10,8,10,13,12,14,10,1,1,14,15,20,9,6,9,7,4,9,9,11,11,9,12,10,6,17,5,AM RL,1,1,10,10,19,20,1,1,1,1,1,1,1,1,1
19249465,Igor Pato,1651,18/06/1993,23,0,0,0,0,179,0,1,2,3,4,2,4,3,3,2,2,3,7,5,9,9,13,7,5,13,5,6,11,1,9,13,5,9,7,7,7,13,9,4,13,11,13,7,8,11,13,13,8,7,11,8,13,20,13,6,10,8,10,9,10,9,9,11,12,10,5,12,1,AM C,1,1,1,20,1,1,1,1,1,1,15,1,1,1,1
19249467,Róbson Duarte,1651,20/06/1993,23,0,0,0,0,174,68,3,3,1,2,3,3,2,4,3,2,1,7,5,13,13,12,7,13,7,4,5,8,8,2,8,9,11,9,13,7,7,13,5,9,12,13,8,7,8,12,9,3,7,9,13,10,20,12,9,10,10,10,6,9,16,10,14,11,10,14,9,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249477,Anderson Ligeiro,1651,21/04/1995,21,0,0,0,0,168,57,3,2,1,1,2,1,3,1,1,1,3,3,7,13,11,13,4,13,9,3,7,11,5,4,10,10,9,7,10,8,8,11,19,10,7,10,9,8,9,15,15,8,2,10,12,17,20,10,5,10,10,6,8,10,10,13,13,10,9,1,13,1,AM/S C,1,1,18,20,1,1,1,1,1,1,12,1,1,1,1
19249478,Jean,1651,26/01/1993,23,0,0,0,0,182,80,1,3,1,1,3,3,3,2,3,2,3,8,8,8,8,14,6,10,7,6,10,11,3,13,11,10,12,11,10,8,9,10,10,9,12,9,11,10,10,15,15,10,11,11,17,15,20,9,8,10,8,10,7,10,15,13,11,11,10,10,9,4,D R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,15
19249481,Diego,1651,08/05/1994,22,0,0,0,0,187,0,2,3,2,1,1,1,2,2,3,3,2,2,3,3,4,7,1,13,4,1,13,5,2,13,3,9,7,9,7,8,3,13,1,1,14,6,13,6,8,13,12,7,11,5,8,10,20,12,9,9,5,1,9,9,14,13,13,13,11,11,15,5,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249483,Willians,1651,30/05/1995,21,0,0,0,0,179,0,2,1,2,1,2,3,1,3,3,2,1,4,4,6,9,15,8,8,7,1,11,15,6,13,14,9,10,8,10,8,14,8,8,3,2,4,11,9,13,15,15,9,8,7,12,15,20,8,8,6,9,9,6,9,9,12,11,10,12,8,8,3,DM C,1,1,1,1,1,1,1,1,1,20,15,1,1,1,1
19249485,Gabriel Elias,1651,14/03/1996,20,0,0,0,0,174,62,2,1,3,3,3,1,2,3,1,3,3,3,7,8,9,14,6,6,7,3,7,11,7,9,14,9,8,8,10,8,14,11,5,13,8,9,8,8,13,12,13,8,5,9,11,14,20,8,6,9,7,1,5,9,12,11,12,11,9,7,7,5,AM C,1,1,1,20,1,1,1,1,1,1,15,1,1,1,1
19249496,Renan,1651,14/10/1995,20,0,0,0,0,195,94,12,8,8,1,13,12,10,13,9,9,10,2,2,1,3,1,5,1,1,3,2,1,2,3,6,9,6,15,7,7,6,13,7,1,12,1,4,7,5,10,10,7,16,6,12,13,20,1,10,9,7,9,6,9,12,10,14,10,11,1,9,2,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19249497,Igor Rodrigues,1651,05/01/1996,20,0,0,0,0,188,79,13,11,8,5,13,8,9,13,4,9,11,2,2,3,3,1,6,1,3,1,1,1,2,3,1,10,7,15,4,11,7,13,10,2,12,2,13,8,6,12,10,8,13,9,12,11,20,2,9,10,10,10,3,9,16,11,13,12,13,7,2,5,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19249499,Dedé,1651,22/01/1995,21,0,0,0,0,184,77,3,4,3,1,1,2,2,3,2,2,1,6,8,10,9,11,6,12,11,7,13,10,5,13,11,13,11,12,9,9,8,10,16,8,4,9,13,14,13,13,12,9,12,10,13,12,20,14,14,13,12,11,4,10,8,12,10,9,11,2,5,5,D/DM C,1,1,1,1,1,1,20,1,1,18,10,1,1,1,1
19249500,Gustavo Blanco,1651,03/10/1994,21,0,0,0,0,174,66,2,2,3,2,2,1,1,1,2,2,3,12,11,12,12,13,11,6,11,4,10,12,12,10,13,8,12,10,12,7,12,10,13,15,7,14,12,12,11,13,13,9,7,10,13,13,20,12,7,12,5,12,4,15,13,9,13,14,13,8,15,5,DM/M/AM RC,1,1,6,18,10,15,1,1,1,16,20,8,13,1,1
19249501,Rodrigo Becão,1651,19/01/1996,20,0,0,0,0,191,80,1,2,3,1,2,2,2,1,1,1,3,4,7,7,7,9,7,14,7,5,13,8,10,14,9,13,11,13,9,9,7,10,13,8,8,12,12,14,14,12,12,10,15,8,13,12,20,14,14,12,12,10,4,5,11,11,12,11,12,10,11,12,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249507,Ronaldo,1651,22/08/1996,19,0,0,0,0,194,0,14,13,8,10,12,10,14,13,10,6,13,4,2,3,3,3,7,1,1,1,1,2,3,1,7,7,6,11,6,10,8,14,7,3,7,1,8,9,8,14,7,9,16,16,15,13,20,4,11,10,10,4,9,9,12,11,12,9,13,10,9,4,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19249508,Nickson,1651,26/08/1997,18,0,0,0,0,175,67,1,1,3,2,2,2,3,4,2,1,2,11,11,14,12,14,11,5,13,3,6,13,11,6,14,7,12,8,13,8,13,10,12,14,4,13,7,7,11,14,14,9,7,7,13,14,20,12,5,12,6,13,5,11,7,9,12,13,13,10,11,8,M/AM RC,1,1,11,20,14,17,1,1,1,1,17,10,13,1,1
19249509,Gabriel Morbeck,1651,20/08/1997,18,0,0,0,0,185,78,1,1,1,2,3,2,2,2,2,3,3,6,9,12,12,12,8,11,11,7,7,11,11,6,12,11,11,10,10,9,11,9,2,12,4,12,8,11,12,13,12,11,12,7,13,13,20,12,12,12,10,10,4,12,17,10,10,10,11,7,12,2,AM/S L,1,1,20,1,18,11,1,1,1,1,1,1,1,1,1
19249510,David,1651,17/10/1995,20,0,0,0,0,175,68,4,2,2,3,1,2,2,3,2,1,2,10,11,14,9,13,7,5,11,4,9,12,11,8,13,11,13,11,11,8,11,10,13,14,3,13,9,10,12,15,16,11,7,6,12,14,20,13,6,13,6,13,5,11,13,11,12,14,12,11,12,6,AM RL,1,1,10,13,20,18,1,1,1,1,10,14,13,1,1
19249516,Marciel,1651,02/02/1989,27,0,0,0,0,180,73,1,3,1,4,2,2,1,3,4,2,2,6,6,13,13,13,6,13,6,1,6,7,4,1,11,9,8,3,6,7,6,11,1,11,10,13,7,6,7,13,13,7,7,10,14,13,20,5,6,9,9,9,9,8,12,13,10,13,11,7,12,7,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249526,Murilo,1651,20/11/1994,21,0,0,0,0,177,76,1,3,4,1,3,3,2,4,2,1,3,8,9,12,12,13,8,8,12,4,5,13,9,10,12,12,4,10,12,13,12,12,10,18,13,13,7,11,15,13,12,12,8,12,15,12,20,10,12,10,10,12,10,13,11,9,11,10,11,7,12,3,AM C,1,1,1,20,1,1,1,1,1,1,10,1,1,1,1
19249530,Danilo,1651,21/01/1992,24,0,0,0,0,173,66,4,1,1,3,3,1,2,3,3,3,2,7,7,14,14,9,7,8,4,3,7,11,6,6,14,6,10,8,5,7,10,10,9,15,7,14,7,4,9,13,13,9,4,9,4,13,20,10,8,9,8,7,9,9,18,10,10,10,13,7,4,1,AM/S C,1,1,17,20,1,1,1,1,1,1,10,1,1,1,1
19249600,Felipe Baiano,1651,31/12/1988,27,0,0,0,0,178,71,3,2,1,3,2,1,1,2,1,2,1,6,6,7,7,14,8,8,14,7,9,12,5,14,14,10,13,9,10,8,10,13,10,10,13,8,12,10,12,14,14,10,5,10,17,14,20,8,7,10,10,10,8,10,17,10,11,12,11,7,15,3,DM/M C,1,1,1,1,1,1,1,1,1,20,19,1,1,1,1
19249629,Caju,1651,17/07/1995,20,0,0,0,0,185,70,1,2,4,2,1,3,1,3,1,1,3,12,12,14,12,13,8,7,11,8,13,14,5,11,13,8,13,10,12,13,10,12,6,12,8,14,11,12,15,15,14,10,8,20,15,15,10,14,11,12,8,11,11,11,12,13,14,10,12,1,8,2,D L,1,1,1,1,1,1,1,20,1,1,1,1,1,13,1
19249630,Bruno Leonardo,1651,02/06/1996,20,0,0,0,0,186,79,3,1,2,1,1,3,4,2,1,1,3,6,2,6,3,9,4,14,5,4,13,9,1,14,13,8,11,10,9,9,6,14,10,5,2,8,13,8,9,14,13,9,13,5,13,13,20,8,10,10,4,8,10,10,10,10,10,13,10,10,2,3,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249631,Lucas Veríssimo,1651,07/07/1995,20,0,0,0,0,189,75,1,2,3,1,1,3,1,2,3,1,2,6,7,10,10,10,9,13,10,11,13,11,7,14,11,13,12,12,12,13,8,13,19,8,12,8,13,12,10,12,12,15,14,10,13,13,20,14,13,12,13,10,12,11,15,10,10,11,11,2,6,7,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249679,Kaiqui,1651,01/02/1993,23,0,0,0,0,181,66,2,2,3,1,2,2,1,3,2,3,2,6,2,7,7,13,6,6,10,3,13,13,1,11,13,9,9,6,8,7,13,13,7,9,12,9,7,7,12,13,13,7,6,3,14,13,20,9,6,9,9,9,9,9,14,13,11,12,11,5,11,5,M C,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1
19249683,Douglão,1651,16/01/1995,21,0,0,0,0,188,88,4,2,3,1,3,1,2,2,1,3,1,7,6,14,9,13,7,11,8,2,7,6,5,3,8,9,11,3,13,8,6,9,9,7,13,9,8,7,8,12,7,7,14,9,13,11,20,10,14,9,9,9,9,9,13,12,10,12,12,13,15,6,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249705,Warian,1651,14/06/1996,20,0,0,0,0,177,68,2,3,3,1,1,2,3,3,1,3,3,6,7,5,8,14,4,7,10,4,8,11,5,14,12,9,9,8,4,9,10,14,5,6,10,6,8,8,12,14,13,8,9,10,13,14,20,13,7,9,9,9,6,9,20,10,13,12,10,8,13,3,DM ,1,1,1,1,1,1,1,1,1,20,10,1,1,1,1
19249709,Tsunami,1651,04/01/1996,20,0,0,0,0,189,79,3,2,2,1,2,3,2,1,1,3,1,5,6,5,7,9,7,14,6,1,7,9,7,13,8,9,11,9,8,11,8,14,5,9,9,7,11,7,9,14,11,8,8,20,12,14,10,9,9,9,9,2,9,9,15,9,11,11,10,2,3,3,D/DM C,1,1,1,1,1,1,20,10,1,18,10,1,1,1,1
19249710,Denílson,1651,31/03/1994,22,0,0,0,0,186,0,2,3,2,1,4,3,3,1,1,1,1,6,5,6,6,12,3,7,6,6,8,7,5,13,7,9,9,9,8,9,7,13,9,4,9,6,4,8,8,13,9,3,10,20,13,11,9,12,10,9,7,5,9,9,13,13,10,9,10,7,6,3,D/WB L,1,1,1,1,1,1,1,20,1,1,1,1,1,19,1
19249714,Williams da Luz,1651,03/10/1997,18,0,0,0,0,177,69,2,1,2,3,1,1,1,3,3,1,1,10,13,11,9,13,8,7,10,7,7,11,3,9,13,10,10,9,6,9,10,7,10,12,4,9,4,7,10,15,10,8,7,20,17,14,10,9,4,10,10,4,10,10,17,11,12,12,11,1,13,4,AM LC,1,1,1,20,19,1,1,1,1,1,10,15,1,1,1
19249718,Arthur,1651,07/01/1998,18,0,0,0,0,178,0,2,2,2,2,3,1,1,1,2,2,1,4,3,5,8,9,1,12,2,1,9,11,2,14,8,9,8,10,9,8,8,14,8,1,3,8,11,11,9,13,10,9,12,4,14,9,20,7,9,9,9,9,9,9,15,9,9,12,11,13,12,1,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249719,Gabriel Batista,1651,03/06/1998,18,0,0,0,0,193,0,12,8,8,1,10,11,12,11,7,7,10,4,1,2,1,1,8,1,2,2,1,1,2,2,5,7,6,13,6,12,5,12,16,1,9,3,12,6,3,9,13,5,11,4,5,12,20,1,10,9,8,4,9,9,19,12,9,11,9,3,14,8,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19249721,Pepê,1651,06/01/1998,18,0,0,0,0,173,0,3,1,2,3,1,3,3,2,1,1,1,5,5,12,10,14,7,7,10,2,6,12,5,8,14,11,6,8,10,7,13,11,7,13,6,7,5,8,11,13,14,7,8,5,13,14,20,9,5,9,6,9,5,9,13,11,8,12,13,1,5,3,M/AM C,1,1,1,20,1,1,1,1,1,1,16,1,1,1,1
19249722,João Lopes,1651,16/01/1996,20,0,0,0,0,187,0,13,9,11,1,13,13,6,13,8,9,11,2,3,2,2,4,5,1,3,3,2,1,4,3,1,9,7,12,7,12,6,13,10,2,4,2,9,7,6,10,14,7,8,5,6,9,20,2,7,9,7,6,9,8,7,12,10,12,10,11,9,4,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19249723,Pedro Pires,1651,22/01/1996,20,0,0,0,0,179,0,3,2,3,3,3,3,2,1,1,2,3,7,7,12,10,14,7,2,14,5,7,12,5,9,12,9,13,8,7,8,12,13,17,12,12,12,7,8,13,12,13,8,7,5,14,11,20,12,5,8,4,9,4,9,13,10,10,11,11,9,10,3,AM C,1,1,1,20,1,1,1,1,1,1,14,1,1,1,1
19249726,Pilar,1651,24/05/1997,19,0,0,0,0,178,72,1,2,3,3,2,3,2,1,2,2,4,6,6,14,14,10,7,14,4,3,6,8,7,1,12,9,11,1,13,7,7,12,9,11,8,14,8,7,8,14,10,4,5,10,13,13,20,5,7,9,5,7,4,8,8,14,11,13,12,6,18,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249732,Esquerdinha,1651,16/11/1990,25,0,0,0,0,181,65,1,1,1,3,3,3,1,1,3,2,2,8,11,11,11,12,8,8,10,6,7,12,11,6,12,10,11,11,10,13,13,10,10,12,8,12,7,12,12,11,11,11,10,20,12,13,11,11,10,12,5,6,9,12,9,10,12,12,11,11,16,2,M/AM LC,1,1,1,19,20,1,1,1,1,1,10,17,1,1,1
19249752,Wellington Cézar,1651,21/12/1993,22,0,0,0,0,183,79,3,2,1,1,1,3,1,1,2,3,1,11,11,6,11,12,11,13,14,11,13,12,7,13,9,15,11,13,12,10,12,10,7,9,7,11,14,14,14,11,11,13,13,11,15,12,20,14,15,11,15,5,4,8,11,11,11,9,12,10,17,6,DM ,1,1,1,1,1,1,1,1,1,20,10,1,1,1,1
19249763,William Mineiro,1651,03/02/1993,23,0,0,0,0,183,0,2,4,2,4,1,3,3,2,3,3,2,7,5,2,2,7,5,14,2,2,14,9,2,14,8,10,14,10,8,12,6,13,1,3,10,8,14,8,9,14,12,9,6,9,13,11,20,7,10,10,9,3,7,10,10,11,10,12,11,1,4,3,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249770,Neto Moura,1651,06/08/1996,19,0,0,0,0,176,72,1,3,2,2,2,2,3,2,3,2,4,10,9,11,11,12,10,11,12,5,13,13,10,14,15,13,13,14,11,9,11,15,17,10,9,12,8,14,12,12,13,6,9,11,15,12,20,9,9,12,8,9,11,13,8,12,12,12,12,1,18,6,DM/M C,1,1,1,1,1,1,1,1,1,18,20,1,1,1,1
19249773,Thiago Santos,1651,05/09/1989,26,0,0,0,0,181,78,1,2,3,3,3,2,2,2,1,1,1,6,8,9,9,11,7,12,8,11,14,11,8,14,10,14,13,15,13,13,10,13,9,11,9,10,13,15,15,13,11,11,12,9,13,12,20,14,13,13,13,11,7,6,9,13,10,12,9,9,12,1,DM ,1,1,1,1,1,1,13,1,1,20,11,1,1,1,1
